2824,0.00138276
2833,0.00122235
229,0.000927569
2832,0.000904664
2809,0.000904333
275,0.000651984
2825,0.000375944
1494,0.000374916
2430,0.000287352
2182,0.000283943
578,0.000226239
1536,0.000219482
249,0.000218437
36954,0.000207219
2033,0.000198515
2173,0.000188439
2172,0.000188282
2853,0.000185055
2844,0.000178857
13241,0.000172548
2841,0.000161469
188,0.000145615
204,0.000145183
303,0.000143049
2256,0.00013733
2419,0.000124428
7632,0.000120743
1294,0.000116478
296,0.0001088
201,0.000107084
167,0.000105997
4001,0.000102001
7951,0.000101512
697,9.52784e-05
8959,9.4996e-05
6675,9.03032e-05
3104,9.0192e-05
263,8.82015e-05
101958,8.70166e-05
29,8.49645e-05
1821,8.3686e-05
2181,7.87125e-05
1388,7.85531e-05
3914,7.12944e-05
1679,7.1207e-05
230,7.08926e-05
212,6.94745e-05
369,6.92825e-05
10529,6.88859e-05
467,6.88813e-05
343,6.70913e-05
194,6.68009e-05
173,6.57927e-05
2915,6.55916e-05
7953,6.37628e-05
234,6.2499e-05
6069,6.22448e-05
7954,6.20053e-05
7955,6.20053e-05
2194,6.17531e-05
1626,6.07665e-05
2826,6.02087e-05
2831,6.01763e-05
1310,6.00945e-05
1364,5.97597e-05
102339,5.8808e-05
1006,5.87534e-05
2389,5.83102e-05
8519,5.77461e-05
8521,5.72119e-05
3916,5.64446e-05
3017,5.62192e-05
2214,5.61122e-05
2185,5.60466e-05
932,5.57435e-05
206,5.40487e-05
8518,5.18342e-05
632,5.148e-05
154,5.09304e-05
927,5.03709e-05
4259,5.02142e-05
509,4.89495e-05
1745,4.88097e-05
3344,4.80712e-05
8054,4.70538e-05
7,4.59984e-05
9761,4.5778e-05
1477,4.53485e-05
261,4.41067e-05
7485,4.30736e-05
8389,4.26606e-05
232,4.26094e-05
2843,4.22053e-05
413,4.15218e-05
764,4.1265e-05
2180,4.10473e-05
564,4.09495e-05
5862,4.0756e-05
7498,4.05625e-05
2388,4.04411e-05
1273,4.0296e-05
6431,4.02273e-05
780,4.01261e-05
1664,4.01109e-05
2435,3.91523e-05
12,3.85547e-05
6797,3.82597e-05
8520,3.81346e-05
1667,3.77053e-05
2830,3.76193e-05
998,3.74978e-05
7956,3.74817e-05
421,3.74352e-05
488,3.73569e-05
1860,3.72809e-05
399,3.70544e-05
4134,3.69918e-05
3489,3.68257e-05
1549,3.66912e-05
1501,3.65024e-05
22406,3.57242e-05
109,3.55103e-05
2448,3.54598e-05
2176,3.52981e-05
1530,3.527e-05
6198,3.50591e-05
817,3.503e-05
510,3.44191e-05
10559,3.42103e-05
679,3.40767e-05
1653,3.40403e-05
4260,3.39583e-05
1450,3.39466e-05
8675,3.38453e-05
9826,3.362e-05
437,3.34759e-05
5421,3.31102e-05
5233,3.29326e-05
1620,3.26174e-05
1455,3.26106e-05
2846,3.25413e-05
4060,3.23809e-05
619,3.21505e-05
570,3.19633e-05
1483,3.18182e-05
7972,3.1763e-05
59,3.15693e-05
193,3.14325e-05
1404,3.10765e-05
2211,3.10526e-05
324,3.09091e-05
8232,3.08073e-05
9124,3.07906e-05
675,3.07902e-05
7484,3.06223e-05
17681,3.06208e-05
101953,3.05995e-05
30628,3.05954e-05
1435,3.05932e-05
2055,3.04789e-05
688,2.99973e-05
79,2.99699e-05
16387,2.98776e-05
2208,2.98507e-05
735,2.97772e-05
40,2.95716e-05
228,2.95275e-05
11,2.93175e-05
30627,2.93056e-05
11842,2.91342e-05
8135,2.91337e-05
22395,2.90945e-05
2368,2.90761e-05
214,2.86635e-05
2800,2.85158e-05
1689,2.85045e-05
22254,2.8396e-05
86,2.83738e-05
14958,2.83563e-05
1443,2.83208e-05
7861,2.81603e-05
776,2.80735e-05
1340,2.78794e-05
2191,2.76633e-05
19123,2.72785e-05
631,2.71985e-05
942,2.71596e-05
1325,2.71416e-05
5232,2.70865e-05
1309,2.70104e-05
6880,2.70066e-05
1629,2.68675e-05
1888,2.67149e-05
2801,2.668e-05
13645,2.66539e-05
4942,2.66364e-05
4650,2.66292e-05
4542,2.66132e-05
2213,2.65479e-05
1090,2.6526e-05
3903,2.64718e-05
3429,2.62985e-05
7379,2.62183e-05
3737,2.62149e-05
1670,2.60178e-05
4065,2.60069e-05
500,2.59708e-05
13105,2.59227e-05
7713,2.59174e-05
5557,2.58978e-05
360,2.58486e-05
2178,2.57644e-05
20171,2.5756e-05
7952,2.55017e-05
21,2.5398e-05
2804,2.53922e-05
1415,2.53125e-05
1174,2.52645e-05
2183,2.51588e-05
8768,2.51567e-05
1387,2.51429e-05
